crn, subject_code, course_number, instruction_type, instruction_method, section, enroll, max_enroll, course_title, credits, prereqs, start_time, end_time, days
32062,CTCN,630,Clinical,Face To Face,001,FULL,FULL,Clinical Internship III,2.00,,null,null,null
32063,CTCN,631,Seminar & Clinical,Face To Face,001,FULL,FULL,Clinical Internship & Internship Seminar III,2.00,,10:00:00,11:20:00,{Thursday}
32064,CTCN,631,Seminar & Clinical,Face To Face,002,FULL,FULL,Clinical Internship & Internship Seminar III,2.00,,10:00:00,11:20:00,{Thursday}
32065,CTCN,632,Seminar & Clinical,Face To Face,001,7,8,Advanced Clinical Internship & Internship Supervision III,2.00,,14:00:00,15:20:00,{Thursday}
34287,CTCN,659,Lecture,Face To Face,001,FULL,FULL,Advanced Topics in Dance/Movement Therapy,2.00,,13:00:00,14:50:00,{Wednesday}
30527,CULA,115,Lecture & Lab,Face To Face,001,FULL,FULL,Culinary Fundamentals,3.00,,09:00:00,13:50:00,{Friday}
31258,CULA,121,Lecture & Lab,Face To Face,001,17,18,Techniques and Traditions II,3.00,CULA 120  Minimum Grade: D,14:00:00,18:50:00,{Monday}
30649,CULA,216,Lab,Face To Face,001,FULL,FULL,A la Carte,3.00,CULA 121  Minimum Grade: D,15:00:00,20:50:00,{Tuesday}
31259,CULA,303,Lecture & Lab,Face To Face,001,11,12,Peruvian Cuisine,3.00,,13:00:00,17:50:00,{Thursday}
34624,CULA,303,Lecture & Lab,Hybrid,130,FULL,FULL,American Jewish Cooking,3.00,,09:00:00,12:50:00,{Thursday}
31398,CULA,320,Lecture & Lab,Face To Face,001,11,14,Advanced Culinary Studio,3.00,CULA 115  Minimum Grade: D or CULA 120  Minimum Grade: D,10:00:00,14:50:00,{Thursday}
34504,CULA,400,Lecture & Lab,Face To Face,001,5,10,Directed Studies with a Master Chef,3.00,CULA 115  Minimum Grade: D or CULA 120  Minimum Grade: D,10:00:00,14:50:00,{Wednesday}
34473,CULA,405,Lecture & Lab,Face To Face,001,FULL,FULL,Culture and Gastronomy I,3.00,,10:00:00,13:50:00,{Wednesday}
31558,CULA,425,Lecture,Face To Face,001,FULL,FULL,The Kitchen Garden,3.00,,09:00:00,11:50:00,{Tuesday}
32314,DMBC,326,Lecture,Online-Asynchronous,900,FULL,FULL,"Understanding Insurance, Admin & the Law for Med Billers & Coders",3.00,DMBC 324  Minimum Grade: D and DMBC 325  Minimum Grade: D,null,null,null
32318,DMBC,327,Lecture,Online-Asynchronous,900,FULL,FULL,Virtual Lab for Medical Billers & Coders,3.00,DMBC 324  Minimum Grade: D and DMBC 325  Minimum Grade: D,null,null,null
31260,FDSC,120,Lecture,Face To Face,001,FULL,FULL,Food and the Senses,3.00,,10:00:00,12:50:00,{Monday}
31739,FDSC,154,Lab,Face To Face,060,FULL,FULL,Science of Food and Cooking,0.00,,08:00:00,09:50:00,{Thursday}
30470,FDSC,154,Lab,Face To Face,061,FULL,FULL,Science of Food and Cooking,0.00,,10:00:00,11:50:00,{Thursday}
30469,FDSC,154,Lecture,Face To Face,A,FULL,FULL,Science of Food and Cooking,4.00,,08:00:00,10:50:00,{Tuesday}
31716,FDSC,461,Lecture,Face To Face,001,FULL,FULL,Food Analysis,3.00,CHEM 103  Minimum Grade: D and CHEM 242  Minimum Grade: D,17:00:00,19:50:00,{Tuesday}
34844,FDSC,662,Lecture,Face To Face,001,8,14,Sensory Evaluation of Food,3.00,,15:00:00,17:50:00,{Monday}
34474,FOOD,605,Lecture,Face To Face,001,FULL,FULL,Culture and Gastronomy,3.00,,10:00:00,13:50:00,{Wednesday}
34604,FOOD,626,Lecture & Lab,Face To Face,001,FULL,FULL,Kitchen Garden,3.00,,09:00:00,11:50:00,{Tuesday}
32276,HSCI,102,Lab,Hybrid,060,19,25,Anatomy and Physiology II,0.00,HSCI 101  Minimum Grade: D,15:00:00,16:50:00,{Tuesday}
34520,HSCI,102,Lab,Hybrid,062,23,25,Anatomy and Physiology II,0.00,HSCI 101  Minimum Grade: D,15:00:00,16:50:00,{Tuesday}
32275,HSCI,102,Lecture,Face To Face,A,42,50,Anatomy and Physiology II,5.00,HSCI 101  Minimum Grade: D,10:00:00,11:50:00,"{Tuesday,Thursday}"
32280,HSCI,103,Lab,Hybrid,060,FULL,FULL,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,13:00:00,14:50:00,{Wednesday}
32282,HSCI,103,Lab,Hybrid,061,FULL,FULL,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,13:00:00,14:50:00,{Wednesday}
32283,HSCI,103,Lab,Hybrid,062,15,25,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,15:00:00,16:50:00,{Wednesday}
32284,HSCI,103,Lab,Hybrid,063,8,25,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,15:00:00,16:50:00,{Wednesday}
32285,HSCI,103,Lab,Hybrid,064,7,25,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,13:00:00,14:50:00,{Friday}
32286,HSCI,103,Lab,Hybrid,065,12,25,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,11:00:00,12:50:00,{Friday}
34523,HSCI,103,Lab,Hybrid,067,6,25,Anatomy and Physiology III,0.00,HSCI 102  Minimum Grade: D,11:00:00,12:50:00,{Friday}
32281,HSCI,103,Lecture,Face To Face,A,98,150,Anatomy and Physiology III,5.00,HSCI 102  Minimum Grade: D,10:00:00,11:50:00,"{Tuesday,Thursday}"
31200,HSCI,125,Lecture,Online-Asynchronous,900,107,120,Medical Terminology,3.00,,null,null,null
34295,HSCI,208,Lab,Face To Face,060,17,25,Human Anatomy and Physiology for Health Sciences III,0.00,HSCI 206  Minimum Grade: D,09:00:00,10:50:00,{Monday}
34296,HSCI,208,Lab,Face To Face,061,FULL,FULL,Human Anatomy and Physiology for Health Sciences III,0.00,HSCI 206  Minimum Grade: D,11:00:00,12:50:00,{Monday}
34297,HSCI,208,Lab,Face To Face,062,14,25,Human Anatomy and Physiology for Health Sciences III,0.00,HSCI 206  Minimum Grade: D,09:00:00,10:50:00,{Wednesday}
34298,HSCI,208,Lab,Face To Face,063,24,25,Human Anatomy and Physiology for Health Sciences III,0.00,HSCI 206  Minimum Grade: D,11:00:00,12:50:00,{Wednesday}
34294,HSCI,208,Lecture,Face To Face,A,80,100,Human Anatomy and Physiology for Health Sciences III,5.00,HSCI 206  Minimum Grade: D,13:00:00,14:50:00,"{Tuesday,Thursday}"
32147,HSCI,303,Lecture & Recitation,Hybrid,130,29,50,Pharmacology for Health Sciences,5.00,HSCI 208  Minimum Grade: D or BIO 201  Minimum Grade: D or HSCI 103  Minimum Grade: D,13:00:00,14:50:00,"{Monday,Wednesday}"
30956,HSCI,310,Lecture,Hybrid,130,FULL,FULL,Introduction to Research Methods,4.00,,15:00:00,16:50:00,{Monday}
32148,HSCI,315,Seminar,Hybrid,130,15,20,Current Issues in Health Sciences,4.00,HSCI 310  Minimum Grade: D and COM 320  Minimum Grade: D  (COM 320  may be taken concurrently with HSCI 315),10:00:00,11:50:00,{Wednesday}
31886,HSCI,315,Seminar,Hybrid,131,7,20,Current Issues in Health Sciences,4.00,HSCI 310  Minimum Grade: D and COM 320  Minimum Grade: D  (COM 320  may be taken concurrently with HSCI 315),13:00:00,14:50:00,{Tuesday}
30494,HSCI,325,Lecture & Lab,Face To Face,001,8,25,Exercise Physiology,4.00,HSCI 207  Minimum Grade: D and (HSCI 208  Minimum Grade: D or BIO 201  Minimum Grade: D or HSCI 103  Minimum Grade: D ),10:00:00,11:50:00,{Monday}
33671,HSCI,326,Lecture & Lab,Face To Face,001,8,20,Applied Anatomy and Kinesiology,5.00,HSCI 206  Minimum Grade: D and (HSCI 207  Minimum Grade: D or BIO 201  Minimum Grade: D ),13:00:00,14:50:00,{Tuesday}
34599,HSCI,337,Lecture,Hybrid,130,24,25,Genetics and Health,4.50,BIO 131  Minimum Grade: D and BIO 134  Minimum Grade: D,13:00:00,14:20:00,"{Monday,Wednesday}"
32673,HSCI,345,Lecture,Online-Asynchronous,900,FULL,FULL,Statistics for Health Sciences,4.50,,null,null,null
34650,HSCI,380,Lecture,Face To Face,001,7,25,Strength and Conditioning,4.00,HSCI 208  Minimum Grade: D or BIO 201  Minimum Grade: D or HSCI 103  Minimum Grade: D,10:00:00,11:50:00,"{Tuesday,Thursday}"
34649,HSCI,410,Lecture,Face To Face,001,FULL,FULL,Psychology of Physical Activity,4.00,PSY 101  Minimum Grade: D,13:00:00,14:50:00,"{Monday,Wednesday}"
32149,HSCI,420,Lecture & Lab,Hybrid,130,9,25,Advanced Anatomy,5.00,HSCI 208  Minimum Grade: D or BIO 201  Minimum Grade: D,10:00:00,12:20:00,"{Tuesday,Thursday}"
30545,HSAD,210,Lecture,Face To Face,001,FULL,FULL,Health-Care Ethics I,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,12:30:00,13:50:00,"{Monday,Wednesday}"
30548,HSAD,210,Lecture,Online-Asynchronous,900,FULL,FULL,Health-Care Ethics I,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,null,null,null
32337,HSAD,210,Lecture,Online-Asynchronous,901,FULL,FULL,Health-Care Ethics I,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,null,null,null
30890,HSAD,210,Lecture,Online-Asynchronous,902,21,25,Health-Care Ethics I,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,null,null,null
31210,HSAD,310,Lecture,Face To Face,001,FULL,FULL,Introduction to Health-Systems Administration,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,09:30:00,10:50:00,"{Tuesday,Thursday}"
30552,HSAD,310,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Health-Systems Administration,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,null,null,null
32831,HSAD,314,Lecture,Online-Asynchronous,900,FULL,FULL,Aging in a Global Context,3.00,ENGL 101  Minimum Grade: D and ENGL 102  Minimum Grade: D,null,null,null
33723,HSAD,319,Lecture,Online-Asynchronous,900,FULL,FULL,Women and the Health Professions,3.00,ENGL 101  Minimum Grade: D or HUM 101  Minimum Grade: D or ENGL 111  Minimum Grade: D,null,null,null
32324,HSAD,322,Lecture,Online-Asynchronous,900,22,25,Health-Care Law,3.00,ENGL 101  Minimum Grade: C or ENGL 102  Minimum Grade: C or ENGL 103  Minimum Grade: C,null,null,null
34238,HSAD,325,Lecture,Online-Asynchronous,900,FULL,FULL,Issues in Health Care System,3.00,ENGL 101  Minimum Grade: D or ENGL 105  Minimum Grade: D or HUM 106  Minimum Grade: D,null,null,null
31267,HSAD,330,Lecture,Online-Asynchronous,900,11,25,Financial Management in Health Care,3.00,ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D,null,null,null
31151,HSAD,332,Lecture,Online-Asynchronous,900,FULL,FULL,Health-Care Marketing,3.00,HSAD 310  Minimum Grade: C,null,null,null
30549,HSAD,340,Lecture,Online-Asynchronous,900,FULL,FULL,Leadership in Health Services Administration,3.00,HSAD 310  Minimum Grade: C and HSAD 334  Minimum Grade: C,null,null,null
30800,HSAD,345,Lecture,Face To Face,001,12,25,Ethics in Health Care Management,3.00,HSAD 210  Minimum Grade: C or PHIL 321  Minimum Grade: C,11:00:00,12:20:00,"{Tuesday,Thursday}"
34726,HSAD,363,Special Topics,Online-Asynchronous,905,FULL,FULL,Health Care Privacy & Security,3.00,ENGL 103  Minimum Grade: C or ENGL 113  Minimum Grade: C,null,null,null
34240,HSAD,T480,Special Topics-Lecture,Face To Face,001,10,20,Perspectives in Dementia,3.00,ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A or ENGL 108  Minimum Grade: D,15:30:00,16:50:00,"{Monday,Wednesday}"
31012,HSAD,515,Lecture,Online-Asynchronous,900,16,18,Practice issues in Healthcare Management,4.00,,null,null,null
31268,HSAD,540,Lecture,Online-Asynchronous,900,9,25,"Resources, Recruitment and Retention in Healthcare",4.00,,null,null,null
31190,HSAD,550,Lecture,Online-Asynchronous,900,18,25,Strategic Planning for Healthcare Administration,4.00,,null,null,null
30966,HRM,415,Lecture & Lab,Face To Face,001,4,5,Fine Dining and Services,4.00,HRM 215  Minimum Grade: D,15:00:00,21:50:00,{Tuesday}
30547,HRM,435,Lecture,Face To Face,001,FULL,FULL,Wine Regions of the World,3.00,,18:00:00,20:50:00,{Wednesday}
31741,HRM,435,Lecture,Face To Face,002,FULL,FULL,Wine Regions of the World,3.00,,14:00:00,16:50:00,{Wednesday}
31828,HRM,435,Lecture,Face To Face,003,FULL,FULL,Wine Regions of the World,3.00,,14:00:00,16:50:00,{Thursday}
34132,HRM,436,Lecture,Face To Face,001,FULL,FULL,Spirits and Mixology,3.00,,14:00:00,16:50:00,{Monday}
34846,HRM,436,Lecture,Face To Face,002,FULL,FULL,Spirits and Mixology,3.00,,18:00:00,20:50:00,{Monday}
33640,HRM,437,Lecture,Face To Face,001,FULL,FULL,Fundamentals of Beer,3.00,,18:00:00,20:50:00,{Thursday}
32511,IPS,380,Lecture,Online-Asynchronous,900,6,25,Interprofessional Healthcare in Underserved Communities,2.00,,null,null,null
32446,IPS,502,Lecture,Online-Asynchronous,900,0,5,Advanced Ethical Decision Making in Health Care,3.00,,null,null,null
32447,IPS,503,Lecture,Online-Asynchronous,900,0,3,Confronting Issues in Contemporary Health Care Environments,3.00,,null,null,null
31835,IPS,507,Lecture,Online-Asynchronous,900,FULL,FULL,Mindfulness Meditation,3.00,,null,null,null
31465,IPS,544,Lecture,Online-Asynchronous,900,1,5,Quality and Safety in Healthcare,3.00,,18:00:00,19:50:00,{Tuesday}
31575,IPS,601,Lecture,Online-Asynchronous,900,13,25,"Quality, Safety and Risk Management Capstone",5.00,IPS 586  Minimum Grade: B,null,null,null
33797,IPS,617,Integrated Lecture & Lab,Online-Asynchronous,900,17,25,Simulation in Healthcare Education,4.50,,null,null,null
33483,NUAN,600,Lecture,Online-Asynchronous,900,FULL,FULL,Doctor of Nursing Practice Program and Project Introduction,2.00,,null,null,null
32828,NUAN,700,Lecture,Face To Face,001,17,20,Nurse Anesthesia Pharmacology I,3.00,,08:00:00,10:50:00,{Friday}
32829,NUAN,701,Lecture,Face To Face,001,17,20,Nurse Anesthesia Practice Principles I,2.00,NUAN 602  Minimum Grade: B,08:00:00,09:50:00,{Thursday}
32830,NUAN,702,Practicum,Face To Face,001,17,20,Nurse Anesthesia Clinical Practicum I,2.00,NUAN 603  Minimum Grade: B,null,null,null
34656,NUAN,705,Lecture,Hybrid,130,17,20,Intraprofessional Communication Simulation,1.00,,10:30:00,14:50:00,{Thursday}
33484,NUAN,800,Lecture,Face To Face,001,19,20,Nurse Anesthesia Practice for Special Patient Populations IV,4.00,NUAN 710  Minimum Grade: B,08:00:00,11:50:00,{Monday}
33485,NUAN,801,Lecture,Face To Face,001,19,20,DNP Project II-Project Planning and Design,2.00,NUAN 711  Minimum Grade: B,12:30:00,14:20:00,{Monday}
33486,NUAN,802,Practicum,Face To Face,001,19,20,Nurse Anesthesia Clinical Practicum V,3.00,NUAN 712  Minimum Grade: B,null,null,null
33799,NUAN,813,Lecture,Face To Face,001,18,20,Anesthesia Practice Curricular Review and Certification Exam Preparation,3.00,NUAN 810  Minimum Grade: B,08:00:00,10:50:00,{Wednesday}
33798,NUAN,814,Medical Rotation,Face To Face,001,18,20,Nurse Anesthesia Clinical Residency II,2.00,NUAN 812  Minimum Grade: B,null,null,null
31240,NURS,120,Lecture,Face To Face,006,19,22,Contemporary Health Care,3.00,,08:00:00,09:20:00,"{Monday,Wednesday}"
31241,NURS,120,Lecture,Face To Face,007,21,23,Contemporary Health Care,3.00,,10:00:00,11:20:00,"{Monday,Wednesday}"
32776,NURS,120,Lecture,Face To Face,008,20,22,Contemporary Health Care,3.00,,08:00:00,09:20:00,"{Monday,Wednesday}"
32777,NURS,120,Lecture,Face To Face,009,20,22,Contemporary Health Care,3.00,,10:00:00,11:20:00,"{Monday,Wednesday}"
31290,NURS,221,Lecture,Face To Face,001,45,53,Concepts of Pathophysiology in Nursing,3.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C and BIO 226  Minimum Grade: C and (NURS 120  Minimum Grade: C or NURS 121  Minimum Grade: C ),11:00:00,12:20:00,"{Tuesday,Thursday}"
31242,NURS,221,Lecture,Face To Face,006,48,51,Concepts of Pathophysiology in Nursing,3.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C and BIO 226  Minimum Grade: C and (NURS 120  Minimum Grade: C or NURS 121  Minimum Grade: C ),08:00:00,10:50:00,{Friday}
32082,NURS,221,Lecture,Face To Face,007,41,50,Concepts of Pathophysiology in Nursing,3.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C and BIO 226  Minimum Grade: C and (NURS 120  Minimum Grade: C or NURS 121  Minimum Grade: C ),08:00:00,10:50:00,{Tuesday}
34758,NURS,225,Lab,Face To Face,060,36,40,Health Assessment for Nursing Practice,0.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,14:00:00,17:50:00,{Thursday}
34759,NURS,225,Lab,Face To Face,061,39,40,Health Assessment for Nursing Practice,0.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,14:00:00,17:50:00,{Friday}
32083,NURS,225,Lecture,Face To Face,K,36,40,Health Assessment for Nursing Practice,5.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,09:00:00,11:50:00,{Thursday}
32084,NURS,225,Lecture,Face To Face,L,39,40,Health Assessment for Nursing Practice,5.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,09:00:00,11:50:00,{Friday}
34756,NURS,226,Lab,Face To Face,060,38,41,Fundamentals of Nursing Practice,0.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,08:00:00,13:50:00,{Tuesday}
34757,NURS,226,Lab,Face To Face,061,40,41,Fundamentals of Nursing Practice,0.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,08:00:00,13:50:00,{Thursday}
32085,NURS,226,Lecture,Face To Face,K,38,41,Fundamentals of Nursing Practice,6.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,13:00:00,14:50:00,"{Monday,Wednesday}"
32086,NURS,226,Lecture,Face To Face,L,40,41,Fundamentals of Nursing Practice,6.00,HSCI 103  Minimum Grade: C and MATH 101  Minimum Grade: C,08:00:00,09:50:00,"{Monday,Wednesday}"
31070,NURS,312,Lecture,Remote Synchronous,001,8,12,Leadership in Action and Community Health,3.00,NURS 310  Minimum Grade: C and NURS 311  Minimum Grade: C,17:00:00,19:50:00,{Monday}
32359,NURS,317,Lecture,Online-Asynchronous,900,FULL,FULL,Genetics for Healthcare Professionals,3.00,,null,null,null
32363,NURS,317,Lecture,Online-Asynchronous,901,FULL,FULL,Genetics for Healthcare Professionals,3.00,,null,null,null
32364,NURS,317,Lecture,Online-Asynchronous,902,19,20,Genetics for Healthcare Professionals,3.00,,null,null,null
34877,NURS,317,Lecture,Online-Asynchronous,903,FULL,FULL,Genetics for Healthcare Professionals,3.00,,null,null,null
32365,NURS,317,Lecture,Online-Asynchronous,906,FULL,FULL,Genetics for Healthcare Professionals,3.00,,null,null,null
32454,NURS,317,Lecture,Online-Asynchronous,907,FULL,FULL,Genetics for Healthcare Professionals,3.00,,null,null,null
32455,NURS,317,Lecture,Online-Asynchronous,908,FULL,FULL,Genetics for Healthcare Professionals,3.00,,null,null,null
32456,NURS,317,Lecture,Online-Asynchronous,909,15,16,Genetics for Healthcare Professionals,3.00,,null,null,null
32457,NURS,317,Lecture,Online-Asynchronous,916,15,16,Genetics for Healthcare Professionals,3.00,,null,null,null
31291,NURS,320,Lecture,Face To Face,A,29,39,Health and Illness Concepts I,6.00,NURS 120  Minimum Grade: C and NURS 221  Minimum Grade: C and NURS 225  Minimum Grade: C and NURS 226  Minimum Grade: C,08:00:00,09:50:00,"{Monday,Wednesday}"
31292,NURS,320,Lecture,Face To Face,B,37,39,Health and Illness Concepts I,6.00,NURS 120  Minimum Grade: C and NURS 221  Minimum Grade: C and NURS 225  Minimum Grade: C and NURS 226  Minimum Grade: C,10:00:00,11:50:00,"{Monday,Wednesday}"
31823,NURS,320,Lecture,Face To Face,C,32,39,Health and Illness Concepts I,6.00,NURS 120  Minimum Grade: C and NURS 221  Minimum Grade: C and NURS 225  Minimum Grade: C and NURS 226  Minimum Grade: C,13:00:00,14:50:00,"{Monday,Wednesday}"
31293,NURS,321,Lecture,Face To Face,K,36,40,Health and Illness Concepts II,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C,15:00:00,16:50:00,"{Tuesday,Thursday}"
31294,NURS,321,Lecture,Face To Face,L,FULL,FULL,Health and Illness Concepts II,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C,13:00:00,14:50:00,"{Tuesday,Thursday}"
31295,NURS,321,Lecture,Face To Face,M,FULL,FULL,Health and Illness Concepts II,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C,10:00:00,11:50:00,"{Tuesday,Thursday}"
31365,NURS,322,Lecture,Face To Face,A,FULL,FULL,Concepts of Mental Health Nursing,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 329  Minimum Grade: C and PSY 120  Minimum Grade: C  (PSY 120  may be taken concurrently with NURS 322),13:00:00,14:50:00,"{Monday,Wednesday}"
34104,NURS,322,Lecture,Face To Face,B,26,29,Concepts of Mental Health Nursing,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 329  Minimum Grade: C and PSY 120  Minimum Grade: C  (PSY 120  may be taken concurrently with NURS 322),10:00:00,11:50:00,"{Monday,Wednesday}"
31296,NURS,323,Lecture,Face To Face,001,30,34,Nursing Pharmacology Concepts I,3.00,NURS 120  Minimum Grade: C and NURS 221  Minimum Grade: C and NURS 225  Minimum Grade: C and NURS 226  Minimum Grade: C,10:00:00,11:20:00,"{Monday,Wednesday}"
31297,NURS,323,Lecture,Face To Face,002,34,37,Nursing Pharmacology Concepts I,3.00,NURS 120  Minimum Grade: C and NURS 221  Minimum Grade: C and NURS 225  Minimum Grade: C and NURS 226  Minimum Grade: C,08:00:00,09:20:00,"{Monday,Wednesday}"
31824,NURS,323,Lecture,Face To Face,003,31,34,Nursing Pharmacology Concepts I,3.00,NURS 120  Minimum Grade: C and NURS 221  Minimum Grade: C and NURS 225  Minimum Grade: C and NURS 226  Minimum Grade: C,15:00:00,16:20:00,"{Monday,Wednesday}"
31298,NURS,326,Lecture,Face To Face,K,40,42,Reproductive Health Across the Lifespan,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 322  Minimum Grade: C,08:00:00,09:50:00,"{Tuesday,Thursday}"
31299,NURS,326,Lecture,Face To Face,L,FULL,FULL,Reproductive Health Across the Lifespan,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 322  Minimum Grade: C,15:00:00,16:50:00,"{Tuesday,Thursday}"
33045,NURS,326,Lecture,Face To Face,M,FULL,FULL,Reproductive Health Across the Lifespan,6.00,NURS 320  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 322  Minimum Grade: C,13:00:00,14:50:00,"{Tuesday,Thursday}"
31647,NURS,327,Lecture,Face To Face,A,31,33,Population Health Concepts,6.00,NURS 320  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 322  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 328  Minimum Grade: C,10:00:00,11:50:00,"{Monday,Wednesday}"
32781,NURS,327,Lecture,Face To Face,B,29,33,Population Health Concepts,6.00,NURS 320  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 322  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 328  Minimum Grade: C,13:00:00,14:50:00,"{Monday,Wednesday}"
30439,NURS,549,Lecture,Online-Asynchronous,900,FULL,FULL,Advanced Pharmacology,3.00,,null,null,null
31243,NURS,328,Lecture,Face To Face,K,36,40,Pediatric Health Concepts,6.00,NURS 320  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 322  Minimum Grade: C,13:00:00,14:50:00,"{Tuesday,Thursday}"
31244,NURS,328,Lecture,Face To Face,L,39,40,Pediatric Health Concepts,6.00,NURS 320  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 322  Minimum Grade: C,10:00:00,11:50:00,"{Tuesday,Thursday}"
31245,NURS,328,Lecture,Face To Face,M,FULL,FULL,Pediatric Health Concepts,6.00,NURS 320  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 329  Minimum Grade: C and NURS 322  Minimum Grade: C,08:00:00,09:50:00,"{Tuesday,Thursday}"
31246,NURS,329,Lecture,Face To Face,006,36,40,Nursing Pharmacology Concepts II,3.00,NURS 323  Minimum Grade: C and NURS 320  Minimum Grade: C,10:00:00,11:20:00,"{Tuesday,Thursday}"
31247,NURS,329,Lecture,Face To Face,007,36,40,Nursing Pharmacology Concepts II,3.00,NURS 323  Minimum Grade: C and NURS 320  Minimum Grade: C,08:00:00,09:20:00,"{Tuesday,Thursday}"
31248,NURS,329,Lecture,Face To Face,008,FULL,FULL,Nursing Pharmacology Concepts II,3.00,NURS 323  Minimum Grade: C and NURS 320  Minimum Grade: C,15:00:00,16:20:00,"{Tuesday,Thursday}"
34288,NURS,333,Lecture,Online-Asynchronous,900,21,30,"Appreciative Inquiry into Nursing: Science, Theory, and Patterns of Knowing",4.50,,null,null,null
32449,NURS,338,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Complementary & Integrative Health,3.00,,null,null,null
34289,NURS,341,Lecture,Online-Asynchronous,900,10,20,Using Genetics and Genomics to Inform Nursing Care Delivery,4.50,,null,null,null
34290,NURS,342,Lecture,Online-Asynchronous,900,14,20,Inclusive and Equitable Health Assessment: Promoting Health; Respecting Diversity,4.50,,null,null,null
34291,NURS,343,Lecture,Online-Asynchronous,900,14,20,Leading and Managing Complex Systems of Health,4.50,,null,null,null
31071,NURS,345,Lecture,Online-Asynchronous,900,FULL,FULL,Holistic Self-Care,3.00,,null,null,null
31072,NURS,345,Lecture,Online-Asynchronous,901,FULL,FULL,Holistic Self-Care,3.00,,null,null,null
32338,NURS,345,Lecture,Online-Asynchronous,902,FULL,FULL,Holistic Self-Care,3.00,,null,null,null
34654,NURS,349,Lecture,Online-Asynchronous,900,4,20,Transitions of Care: Investigating Palliative Care and End-of-Life Care across the Life Span,4.50,,null,null,null
34292,NURS,351,Lecture,Online-Asynchronous,900,10,20,Healthy Aging: Personal and Professional Opportunities to Promote Aging Well,4.50,,null,null,null
31366,NURS,421,Lecture,Face To Face,A,FULL,FULL,Holistic Gerontological Nursing,6.00,NURS 320  Minimum Grade: C and NURS 321  Minimum Grade: C and NURS 323  Minimum Grade: C and NURS 328  Minimum Grade: C and NURS 329  Minimum Grade: C,13:00:00,14:50:00,"{Monday,Wednesday}"
